CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited,KMeans_K3,KMeans_K4,KMeans_K5
-0.3262214220367463,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,-0.9115834940401768,1,1,0.0218864939953861,France,Female,1,2,3,2
-0.4400359548576657,0.1981638321954454,-1.3875375865624426,0.1173500214351105,-0.9115834940401768,0,1,0.2165337518873402,Spain,Female,0,1,3,0
-1.536794180222889,0.2935174228967471,1.03290776479748,1.3330533457228904,2.52705661927622,1,0,0.2406869000634881,France,Female,1,0,2,3
0.5015206348426676,0.007456650792842,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,0,0,-0.1089179170284712,France,Female,0,2,2,2
2.063883767202561,0.3888710135980487,-1.0417596792253108,0.7857278997960591,-0.9115834940401768,1,1,-0.3652757825144027,Spain,Female,0,1,3,1
-0.0572052535509367,0.4842246042993504,1.03290776479748,0.5973285944410414,0.8077365626180215,1,0,0.8636502870218095,Spain,Male,1,0,0,3
1.7741740472947665,1.0563461485071606,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,1,-1.5654872211931183,France,Male,0,2,2,2
-2.840487919807966,-0.9460792562201747,-0.3502038645510472,0.6180189508533646,4.246376675934418,1,0,0.3348537298101204,Germany,Female,1,0,2,3
-1.5471409559338818,0.4842246042993504,-0.3502038645510472,1.0508202865849028,0.8077365626180215,0,1,-0.4373288460949081,France,Male,0,0,3,3
0.3463189991777775,-1.1367864376227783,-1.0417596792253108,0.9314633619936776,-0.9115834940401768,1,1,-0.4932304840924708,France,Male,0,1,3,1
-1.2677780117370796,-0.7553720748175714,0.3413519501232164,0.409185402285092,0.8077365626180215,0,0,-0.3461997008923627,France,Male,0,0,0,3
-1.5885280587778523,-1.422847209726683,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1,0,-0.412123315592307,Spain,Male,0,2,2,2
-1.8058103487086987,-0.4693113027136664,1.7244635794717436,-1.2258476714090278,0.8077365626180215,1,0,-1.283817056739873,France,Female,0,2,2,2
-1.0504957218062334,-1.3274936190253817,-0.0044259572139154,-1.2258476714090278,0.8077365626180215,0,0,1.5783569986897874,France,Female,0,2,2,2
-0.1606730106608635,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,1,-0.5936359656444845,Spain,Female,0,2,2,2
-0.3572617491697243,0.5795781950006521,-0.695981771888179,1.0681029591182611,0.8077365626180215,0,1,-0.6218824846013182,Germany,Male,0,0,3,3
0.0255689521370046,1.8191748741175744,-1.3875375865624426,0.8993931172292712,-0.9115834940401768,1,0,-1.651825870574206,Germany,Male,1,1,1,4
-1.0504957218062334,-1.422847209726683,1.378685672134612,-1.2258476714090278,0.8077365626180215,1,1,-1.489956183569091,Spain,Female,0,2,2,2
-0.6573182447885119,0.5795781950006521,0.3413519501232164,-1.2258476714090278,-0.9115834940401768,0,0,1.018901024774756,Spain,Male,0,2,1,0
0.7808835790394698,-1.422847209726683,0.3413519501232164,-1.2258476714090278,0.8077365626180215,1,1,-0.7888730584424746,France,Female,0,2,2,2
0.8429642333054258,0.1981638321954454,1.03290776479748,-1.2258476714090278,0.8077365626180215,1,1,1.2310704831801604,France,Male,0,2,2,2
-0.1503262349498708,-0.6600184841162697,1.03290776479748,-1.2258476714090278,0.8077365626180215,1,0,0.6688717421740601,Spain,Female,0,2,2,2
-1.4540199745349478,-0.0878969399084596,-0.3502038645510472,-1.2258476714090278,-0.9115834940401768,1,0,0.3273182063274936,Spain,Female,1,2,2,2
0.1911173635128873,0.6749317857019538,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0,1,-1.5928757668520803,France,Male,0,2,2,2
2.0224966643585907,-0.0878969399084596,-0.0044259572139154,-1.2258476714090278,-0.9115834940401768,1,1,1.5219882921316077,France,Female,0,2,2,0
-0.7607860018984386,-1.3274936190253817,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0,1,0.4246054922618664,France,Male,0,2,2,2
1.09128685036925,-0.278604121311063,-1.0417596792253108,0.9669114802146296,-0.9115834940401768,1,1,1.216390340952162,Germany,Male,0,1,3,0
-0.8228666561643946,0.4842246042993504,1.378685672134612,-1.2258476714090278,0.8077365626180215,0,0,-1.0721517054667205,France,Male,0,2,2,2
-0.7918263290314166,0.3888710135980487,-0.695981771888179,1.0395750259469725,-0.9115834940401768,1,1,0.0016900390538911,Germany,Female,0,1,3,0
-2.4783507699232223,-0.9460792562201747,-1.7333154938995745,-0.2690746311079832,0.8077365626180215,1,1,-0.8104496783748915,France,Male,0,2,3,2
-0.6159311419445411,0.007456650792842,-0.695981771888179,-1.2258476714090278,2.52705661927622,1,0,0.7021528985231289,Spain,Female,1,2,2,2
-1.2160441331821163,-0.278604121311063,0.6871298574603482,0.1414522287746933,-0.9115834940401768,0,1,0.9849420451757676,France,Male,0,1,0,0
-1.009108618962263,0.1981638321954454,1.378685672134612,0.5389379904752859,0.8077365626180215,0,0,-0.3163307881639144,Germany,Male,0,0,0,3
-1.350552217425021,0.2935174228967471,0.3413519501232164,-1.2258476714090278,0.8077365626180215,1,1,-1.1421041777545031,Spain,Female,0,2,2,2
