num__CreditScore,num__Balance,num__EstimatedSalary,num__Tenure,num__NumOfProducts,num__Age,cat__Geography_Germany,cat__Geography_Spain,bin__Gender,remainder__HasCrCard,remainder__IsActiveMember,remainder__AgeGroup,Exited
0.7593984962406015,-0.7604224355583985,0.6135593614461357,0.4,0.0,1.6666666666666667,0.0,0.0,1.0,1.0,0.0,2.0,1
0.6541353383458647,0.03974769259674178,-0.3625005286274609,-0.4,0.0,-0.4166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,1
0.7744360902255639,0.13170621482914371,0.1834634086946345,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0
-0.6842105263157895,-0.7604224355583985,-0.16715426454472948,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
0.3007518796992481,0.1056565652846032,0.08203582707934579,0.2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
0.05263157894736842,-0.7604224355583985,0.34100198125100534,0.8,1.0,0.08333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0
0.9774436090225563,-0.7604224355583985,0.8542274290128383,0.8,0.0,-0.25,0.0,0.0,1.0,1.0,0.0,1.0,1
-0.7969924812030075,0.4643794664859718,0.2650773048189233,0.6,0.0,-1.0833333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0
0.7819548872180451,0.21455503797425116,-0.5351187377130051,-0.6,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0
0.24812030075187969,-0.1080507700210749,-0.9176963520425082,0.2,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,1.0,0
-0.9097744360902256,0.23964999857599742,0.4298473732741034,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,2.0,1
-0.6917293233082706,0.14170322226909693,-0.6095940486066403,-0.4,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0
0.6090225563909775,0.041013664196058106,0.16348516195420576,0.8,0.0,-0.5,0.0,1.0,0.0,1.0,1.0,1.0,0
0.16541353383458646,0.11370760561153383,-0.7913327327529145,-0.2,0.0,-0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.06015037593984962,-0.7604224355583985,-0.03070528932819022,0.8,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
0.3233082706766917,-0.7604224355583985,-0.6226052217788638,0.8,2.0,-0.4166666666666667,0.0,1.0,1.0,0.0,1.0,1.0,0
0.7368421052631579,0.4292082087265776,-0.3143177102784216,0.6,1.0,0.4166666666666667,1.0,0.0,1.0,1.0,0.0,1.0,0
0.7669172932330827,0.011993705869386083,0.0681743526437697,0.2,1.0,-0.16666666666666666,1.0,0.0,1.0,0.0,1.0,1.0,0
0.6917293233082706,-0.7604224355583985,-0.737996796421764,-0.4,1.0,-0.25,0.0,1.0,1.0,1.0,0.0,1.0,0
-0.48120300751879697,-0.2340845185298386,0.6550540426553492,0.8,0.0,-1.25,0.0,1.0,0.0,1.0,1.0,0.0,1
0.3308270676691729,0.5079763536437367,-0.2441278400709965,0.6,0.0,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0
0.9172932330827067,-0.3171135455787972,0.14125017743356766,-0.6,0.0,1.25,0.0,0.0,0.0,1.0,0.0,2.0,1
0.39097744360902253,-0.7604224355583985,0.8544039490611385,-1.0,1.0,-0.5,0.0,0.0,1.0,1.0,0.0,1.0,0
0.5338345864661654,-0.7604224355583985,0.5238121533337771,0.4,1.0,0.9166666666666666,0.0,0.0,1.0,1.0,1.0,1.0,0
-0.8721804511278195,-0.24540430097358296,-0.39200748498155025,-0.8,0.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,0
0.2932330827067669,-0.7604224355583985,0.8032963355863832,0.2,1.0,-0.16666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0
-0.3082706766917293,0.24626638077970234,-0.9131357567702966,0.4,1.0,0.25,1.0,0.0,0.0,1.0,0.0,1.0,0
0.2932330827067669,0.03272365782271611,0.583451398789785,0.4,1.0,-0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0
0.05263157894736842,0.29310114034205587,0.8114239237049076,0.8,1.0,-0.25,1.0,0.0,1.0,1.0,0.0,1.0,0
0.44360902255639095,-0.7604224355583985,-0.9834031036404962,0.8,1.0,-0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6992481203007519,0.13855936929260446,-0.13855771008421883,-0.4,0.0,-1.0833333333333333,0.0,1.0,1.0,1.0,0.0,0.0,1
0.48120300751879697,0.09772641827229973,-0.7370024785121723,-0.4,0.0,0.5833333333333334,0.0,0.0,0.0,1.0,0.0,1.0,1
-0.518796992481203,-0.045510221694285764,-0.40301642814442,-0.4,0.0,0.9166666666666666,0.0,0.0,1.0,1.0,0.0,1.0,1
-0.44360902255639095,-0.7604224355583985,-0.350344562892486,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0
1.2932330827067668,0.29142124821054594,0.5478481125220763,0.6,2.0,1.9166666666666667,1.0,0.0,1.0,0.0,0.0,2.0,1
-0.6390977443609023,-0.7604224355583985,-0.4505961959520745,-0.4,0.0,0.9166666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0
-0.7518796992481203,0.34376969878408203,-0.9048358392936747,0.0,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0
-0.6616541353383458,-0.7604224355583985,-0.9365393305857911,0.2,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7819548872180451,-0.7604224355583985,-0.6518416230849794,0.8,1.0,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0
